,№ пациента (пробирки) ,"Кровь (да-1, нет-2)","Группа наблюдения (1-здоровые, 2-ГАГ, 3-ум.ПЭ, 4-тяж.ПЭ,0-хрАГ)",Местность (1 - город; 2 - село),"Брак (1 - зарегистрирован, 2 - не состоит в браке)","Образование (1 - высшее, 2 - неполное высшее, 3 - среднее)","Вид родоразрешения (1 - ЕР, 2 - КС, 0 - не родоразрешена)",Вредные привычки,Unnamed: 8_level_1,Unnamed: 9_level_1,"Профессиональные вредности (1 - нет, 2 - да)","Многоплодие в анамнезе (1 - нет, 2- да)","Наследственные заболевания (1 - нет, 2 - да)","Переливания крови (1 - нет, 2 - да)","Менструация с, лет","регулярные (1 - нет, 2 - да)","безболезненные (1 - нет, 2 - да)","умеренные (1 - нет, 2 - да)","Контрацепция: (1 - нет, 2 - да)","Гинекологические заболевания (1 - нет, 2 - да)","Начало половой жизни, лет",номер настоящей беременности,Аборт,Unnamed: 23_level_1,Unnamed: 24_level_1,Роды,Unnamed: 26_level_1,Unnamed: 27_level_1,Unnamed: 28_level_1,Сведения о детях,Unnamed: 30_level_1,Unnamed: 31_level_1,"Общая прибавка в весе +, кг",I триместр,Unnamed: 34_level_1,II триместр,Unnamed: 36_level_1,III триместр,Unnamed: 38_level_1,"Лекарственные препараты в I триместре беременности (1 - нет, 2 - ВМК, 3 - микронизированный прогестерон, 4 - антигипертензивные препараты, 5 - препараты железа, 6 - антикоагулянты)",Шкала Глазго,t,"Ожирение (1 - нет, 2 - ожирение 1 степени, 3 - ожирение 2 степени, 4 - ожирение 3 степени)","Гирсутизм (1 - нет, 2 - да)","Стрии (1 - нет, 2 - да)","Послеоперационный рубец (1 - нет, 2 - да)",САД,ДАД,"Отеки (1 - нет, 2 - да)","Периферические вены (1 - норма, 2 - варикозное расширение)","Матка (1 - в нормальном тонусе, 2 - возбудима)","ОЖ, см",ВДМ,"Положение плода (1 - продольное, 2 - поперечное)","Предлежащая часть (1 - головка, 2 - тазовый конец)",Сердцебиение плода (1 - ясное ритмичное),ЧСС,"Околоплодные воды (1 - не изливались, 2 - подтекание оклоплодных вод)","Патологические выделения из половых путей (1 - нет, 2 - да)","Выделения (1 - слизистые, 2 - бели, 3 - творожистые)","Вход во влагалище (1 - рожавшей, 2 -нерожавшей)","Степень зрелости шейки (1 - зрелая, 2 -созревающая, 3 - незрелая, 4 - не проводилось в виду предлежания)","Деформации малого таза (1 - нет, 2 - да)",Всего баллов,"Риск (1 - низкий, 2 - средний, 3 - высокий)",Биохимический анализ крови,Unnamed: 66_level_1,Unnamed: 67_level_1,Unnamed: 68_level_1,Unnamed: 69_level_1,Unnamed: 70_level_1,Unnamed: 71_level_1,Unnamed: 72_level_1,Unnamed: 73_level_1,Unnamed: 74_level_1,ОБЩИЙ АНАЛИЗ КРОВИ,Unnamed: 76_level_1,Unnamed: 77_level_1,Unnamed: 78_level_1,Unnamed: 79_level_1,Unnamed: 80_level_1,Unnamed: 81_level_1,Unnamed: 82_level_1,Unnamed: 83_level_1,ГЕМОСТАЗ,Unnamed: 85_level_1,Unnamed: 86_level_1,Unnamed: 87_level_1,Unnamed: 88_level_1,Unnamed: 89_level_1,Unnamed: 90_level_1,Unnamed: 91_level_1,Unnamed: 92_level_1,Unnamed: 93_level_1,ПЛАЦЕНТА,Unnamed: 95_level_1,КОЛИЧЕСТВО ОКОЛОПЛОДНЫХ ВОД,Unnamed: 97_level_1,Апгар 1 минута,Апгар 5 минута,"Первичная реанимация (1 - нет, 2 - да)",Длина,"Пороки (1 - нет, 2 - упущен)","КТР, мм","БПР, мм","ТВП, мм",Кровоток в венозном протоке (1 - норма),PI,ПИ в маточных артериях справа,ПИ в маточных артериях слева,"Структура плаценты (1 - однородная, 2 - неоднородная)","Пуповина имеет (1 - 3 сосуда, 2 - 2 сосуда)"
Unnamed: 27_level_1,0.02659517163713327,-0.23056837697439245,-0.1539673903328573,0.08812060854916325,0.0002691812372729671,0.20734975550059728,-0.1005292071275189,0.03110559475970266,,,,,0.1209826464732562,0.08283554904662145,0.0032134614393642597,0.044519364837848574,0.001108929623798504,0.07714835427280077,-0.04838380644572243,0.007745362105750502,0.02523416935142637,0.4393028888420345,0.24371866463452932,0.007124894174968075,0.0038002589851249343,0.283169527614939,0.20743930640662853,1.0,0.004160424459876579,0.3407844198603313,0.06405839467451627,0.1447388499555739,-0.1661074060729685,0.06327582945403647,-0.047018270668157516,0.019287088568200127,-0.047047104020062534,0.05295273732074269,-0.02331610693788831,0.0907152235262661,0.027790038866150904,0.09453464604084427,0.0439316706749206,,,0.005988904453849934,-0.07509381004365973,-0.10402201309326292,-0.11590245159879324,0.02022086874379414,-0.0746895967195183,0.0665963430774068,-0.013935405487927377,,-0.04698421549943808,,-0.018839862394127344,-0.0394027345090533,-0.013908684732685427,0.008141669111816038,-0.38679942862385647,0.038434909973328726,,0.055786434320845145,0.016005368179314434,-0.015720994695234785,-0.012531848256032997,0.028675269167030705,-0.049521703923899686,0.014968402569178524,-0.07864685394895914,-0.057070790068374684,0.061633443141136876,0.04903486286437664,-0.022107696123159326,-0.07581315623548383,-0.040237482780904416,0.09594068831465703,-0.04079722792756198,-0.04337840045903439,0.1269017929875069,-0.0279550787248199,-0.024740791418140208,0.06155005374157003,-0.10918142023487595,0.09027982058583593,-0.044557124167920854,-0.015326971125475318,-0.027613180943551186,0.03666133715069907,0.14446073522788846,-0.010784613624569273,-0.027243410149163753,0.028155478254192116,-0.011212481831985498,-0.0470567099359372,0.06172686248105445,-0.09643141004227072,-0.02591754707136598,0.030235488295857125,-0.04838380644572247,0.0739893409577917,0.08054681207752619,0.10898877866469345,0.04427009165855714,-0.026257762479844012,,0.0033521953472035156,-0.041919444972669084,-0.0858332390542289,0.07024630215137988,0.27144135480566456
Unnamed: 28_level_1,-0.047172036242019155,0.07126145207337096,-0.013872734822267276,0.030778382915940823,0.23417952484064591,0.037754132686364614,0.23834515655420302,0.07429517652618965,,,,,-0.07447142739199261,0.1428732225746842,0.027905000754539094,-0.13286620663382814,-0.1437357986750726,-0.23497019332300884,-0.05224623120090901,0.07298854121776237,-0.13878179118925485,0.2804651668150762,0.16627672150453393,0.033174234438168554,0.1376199356213425,0.3043056602052086,0.16419395834929346,0.004160424459876579,1.0,0.17312923986098325,0.17177271501577054,0.02338057344589712,-0.0019215340043647149,0.06380797949144172,-0.04647387349345901,0.04237167420578861,-0.03104580544144819,-0.004632670746878551,0.03890731829851672,-0.07699527912276906,0.03000848635817646,-0.0493179065918895,0.042625040507925475,,,0.592064262897266,-0.07903197245971333,-0.07569435899144646,0.03362975801437754,-0.06780366299310274,-0.0806519830738857,0.11427775364081101,-0.07114819608097155,,-0.013787416153063595,,0.10715761692793303,0.24355182510773846,-0.0864508256083955,-0.08645082560839516,0.029853446972598934,0.13861398672933328,,0.10576489772309335,0.11109049450654673,0.10479216811090317,0.0027468583459836268,-0.04441702599983421,-0.02554445238938956,0.035428689692962305,-0.013461441971781087,0.07858902014714972,-0.09590766383086101,0.007051421642081153,-0.13368400883360473,0.06707980894950892,-0.03263066741847243,-0.11050878525949406,-0.01834161418926765,-0.018209736823743168,-0.025052019327320842,-0.02466066090504935,-0.02737155889725802,-0.10454177311817045,-0.04515991156444505,0.011194631189561956,-0.03512219800780418,0.03375290612892118,0.035655021354427115,-0.07431928180425161,0.04316454181947965,0.04425732106420065,-0.03619574007999809,0.02173269006780731,-0.04449764583386804,0.14263884613603414,-0.06780366299310296,0.08144245876525379,-0.02946795553192089,0.03367984532565047,-0.05224623120090891,-0.047023573488994004,-0.08349718305945909,0.041514868730084316,-0.058855524433464014,-0.02092797515957856,,0.046579926438570944,-0.11184636246571078,0.06265126125453843,-0.11624376969059076,-0.052246231200909064
Сведения о детях,-0.021438657346331727,0.01577593229640667,-0.16689835443187914,0.15802467643790263,-0.10293303049041397,-0.033903188795920566,0.07089804942973399,-0.038238334612627205,,,,,-0.015775932296406822,0.08435473549419435,0.1814465593797279,-0.1001405592380083,-0.0024943939134627066,-0.05521576303742328,-0.011067775051892857,0.14946406259283004,-0.023404194662183273,0.4889264972626925,0.18668186550747878,0.10524884650886351,-0.04081072113084782,0.5521576303742332,0.38975484941248645,0.3407844198603313,0.17312923986098325,1.0,0.10383033877769775,0.3466377234975296,-0.11966284365553528,0.10639810849488453,-0.07710692466052783,0.08676762763023656,-0.15212542404008658,0.05902813361009547,-0.06326749302842707,0.08087330158105731,-0.021189865056673057,0.03441522825163395,-0.013520454660282271,,,0.30175637618632956,-0.013557141102598067,-0.044093765371577456,-0.12297527835436567,0.04787813860463111,-0.0065086527000215826,0.03863938454090332,-0.08108182139170714,,-0.02823351715917462,,0.03559168783772722,-0.0285423024982302,0.00152613606265804,0.061045442506323294,-0.43760087526065783,0.01879008145479684,,0.0999688875676686,0.03979656389559319,0.09352488811111138,0.0032542625057330027,0.1766482795108037,-0.033841032944271036,0.11132151840730767,-0.08531736513171158,0.014592698300654941,-0.03858653293997531,-0.050621881218844436,-0.07400014925265425,-0.06266966557220412,-0.028375793251300633,-0.04936326337671389,0.00933713966422704,-0.07294474125765227,-0.051766386197135014,-0.05229824659557383,-0.040671727818495304,0.03480843594668441,-0.07522614189692163,-0.03532809809244913,-0.05616852149087414,0.022489871072442883,0.030298303719723377,0.020861249987062444,-0.01459508187788608,0.0030162867300296777,0.042489799759145234,-0.0027386858640128806,0.06752727176272441,0.054682005331835266,-0.026811757618593487,-0.025845171293097262,-0.01738717456855751,-0.3046118616381116,-0.059028133610095575,-0.05166179793174654,-0.06902081790729951,0.12355707179233191,-0.04591346031446243,-0.048692921321189776,,-0.024081929975998367,-0.0825997973583651,0.009537090007306681,0.013485081846637331,0.276694376297323
Unnamed: 30_level_1,-0.060661124799669175,0.0767529556453336,0.038617926062886145,-0.06443871681305559,-0.03240399807517906,-0.06089111697833718,0.06535566852732415,-0.01385381010400748,,,,,-0.012792159274222701,-0.010389925824766376,0.027136671360791346,0.0183850245103565,0.024271415698913078,0.019188238911333554,-0.008974476982722057,0.08253173620850687,-0.03782921077715842,0.07748279414705703,-0.028782358366999963,-0.02560279765417506,-0.02146508491513807,0.06715883618966705,0.3088054804278383,0.06405839467451627,0.17177271501577054,0.10383033877769775,1.0,-0.01164681928033957,-0.03532616805880465,0.05675957614831255,-0.05153951431694242,0.0767529556453336,-0.06507864966035216,-0.04102618049244227,0.10231981273637206,-0.013225688138315081,0.0051546391752576,-0.0921642875406715,0.05610614783532305,,,0.13108062627326905,-0.010240864171466914,0.004889167111441439,-0.0478638772411827,-0.011646819280339858,-0.01385381010400726,0.11757366248849423,0.0533602179897658,,-0.0148498930301093,,0.06187599405775935,-0.007308621621255201,-0.014849893030109076,-0.014849893030108826,-0.0918070347217896,-0.1069777770119822,,0.07685874126965254,0.12202434523619389,0.20653565882633232,-0.09551323510349945,0.004106902298257169,0.0015923918894825047,-0.006315572770866721,-0.05067494186232991,-0.040511412164572866,-0.025991533915884702,-0.010535116479862999,-0.034217252959681733,-0.02816139458902657,-0.01902358470689098,0.009321767928928191,-0.008462450253823027,-0.008728628055139857,-0.010394689752124509,-0.005070658887722021,-0.010809807987123615,-0.00039140229285366596,-0.08568972983556516,0.12945053716956123,-0.028512816556487377,-0.018275443771845635,-0.041461636172418895,-0.06402977670967008,0.03368100426501765,0.06113721970646704,0.026884559019013016,0.041638235441831165,-0.06531081906174875,0.00561693592219442,-0.011646819280339858,-0.030941686409617454,-0.014927992993502942,-0.004660363214280068,-0.00897447698272195,0.11493448537842614,-0.022895427362117554,-0.025810625010747858,-0.027677298964356004,0.007123321765456864,,0.010776266467913898,0.011539881535083493,-0.03287467443215675,-0.019967507923420676,-0.008974476982722041
Unnamed: 31_level_1,0.19647519356267698,-0.1517442446667209,0.042480160130137196,-0.015061880828219496,-0.07321628085116343,-0.06966199495371794,0.09434473378291791,-0.03130244758934985,,,,,0.15897016107942177,0.20541377633816751,0.06131484599856518,-0.09346646078938431,0.05484084971070814,0.04335549847620581,-0.020277677641345186,-0.010079948648840396,-0.0021368614099810256,0.06838712951121276,-0.0650332477143091,0.04470156531535989,-0.04849999317968912,0.08671099695241195,0.5506494290754411,0.1447388499555739,0.02338057344589712,0.3466377234975296,-0.01164681928033957,1.0,0.005085709615973768,-0.2051956704170307,0.23099624681874456,-0.02167774923810306,-0.020076131555585956,0.057936221832414994,-0.030697410302580337,0.2614781463296337,0.011646819280339527,0.013726670501359329,0.1693921293286667,,,-0.01184697755518172,0.15166447871398514,0.12828034956096918,-0.10814761408717515,-0.026315789473684282,-0.03130244758934946,0.13857108848760386,-0.0001821246257450054,,-0.03355307996808636,,0.058427120653758303,-0.01651370587095989,-0.03355307996808631,-0.03355307996808609,-0.14057675337542375,-0.027467552518065475,,0.32321766146310177,0.19635572616227484,0.23876170071410555,0.018268600808932334,0.002816983688797168,0.008822711937809601,0.2051573516747257,0.11122543642224211,0.13724254441100636,-0.04455434782629618,-0.03327690292539041,-0.02815212529924456,0.057904922927622865,-0.0014102781660113094,-0.09021544626891892,0.00010539538077051858,-0.010848359353609565,-0.06851796167172707,-0.018239743821843072,-0.012897818504829234,0.061278392816719075,-0.011678710104002673,0.029233924908360336,-0.01750145900595627,-0.02217926592044155,-0.063261510896262,0.05155941811807686,-0.061587421467235746,-0.040369121943405605,-0.02463678150812796,-0.06021176489509578,0.08496378631394945,-0.009806968417657266,0.3842105263157897,-0.014800564154543188,-0.056215909171699135,-0.4212004471466322,-0.02027767764134534,-0.16084760936487968,-0.05173182753754849,-0.03433524324952768,-0.05534193349196608,-0.0029434620405423928,,-0.1413265952961434,-0.052366951652936755,-0.14583000733499912,0.08056472056247968,-0.020277677641345207
"Общая прибавка в весе +, кг",-0.02403320420655647,0.03298582393566428,0.1895118308736993,-0.04196677960488605,-0.003804808907030557,-0.034919674988042264,0.09679087298415477,0.11378360257874648,,,,,-0.1023187723447037,0.06305060241853187,-0.09977525841917713,0.016140545097929483,-0.05845841185691506,-0.03342681088667586,-0.019497760944180556,-0.04772307946021508,0.11501681389131758,-0.17620234895426445,-0.0873742145604229,0.10860393842780881,-0.007220880211433826,-0.13904318565394377,-0.09594394773007002,-0.1661074060729685,-0.0019215340043647149,-0.11966284365553528,-0.03532616805880465,0.005085709615973768,1.0,0.03988159845819363,-0.07284670587525845,0.03827766734780309,-0.03955572849066955,-0.03091041368301661,-0.030992372994775058,-0.03544302068616338,-0.009335016911582056,-0.05833516236854026,-0.09076989285401198,,,0.005944695050364581,0.12492980610397456,0.11535717322359396,0.12815171509151022,-0.03040719012498043,-0.03167528814991976,0.09801720338909152,0.24651023354821777,,-0.08402373743667854,,0.06924466357788263,0.055815708409200325,0.03410264810463057,0.03798473589237349,0.159007973276319,-0.11658135215538049,,-0.0536410849731072,-0.04650306269697813,-0.09437546539851165,-0.02944513471521057,-0.0910605418236154,-0.04134156747945052,0.01479587444711361,0.017565299075294995,-0.0921040292954156,0.007705111153180068,0.004569760551569756,0.16191943751884588,0.0524854344552021,0.0013163418522049628,-0.034017233249189975,-0.0725755458328107,0.1509074699922688,-0.10423164691533077,0.10238589021829124,-0.09250503038098583,0.04137961249048815,0.07154952717020807,0.04422374868065742,0.019679036787473753,-0.03612114236920279,-0.029146642869359616,0.0925145818309015,-0.1263783622171877,0.3288398572675923,0.007489271764646353,0.2925927816701252,-0.08847915306591106,0.14238779422313566,0.009957284090222137,-0.033920532905674726,-0.046345937719175896,-0.010434422524798266,-0.10083009943841689,0.03297810620021375,0.027022579774553548,0.0507408634502861,0.021510890138251217,0.11758527924437656,,-0.07756449951787531,0.026922694318506423,-0.08107331092422632,-0.05758492082329396,-0.15177453124249887
I триместр,-0.024263939511835815,1.4309223122632593e-16,-0.03245220581396499,0.1158128766265109,0.10379985922153646,-0.00254617926923636,-0.009328856556355018,0.03922695246118527,,,,,-0.10329663113348564,-0.03432215714672087,-0.013416030890914445,0.1484589938661345,0.010690449676496683,-0.12677313820927774,-0.07246886304552559,0.09169737405405022,0.02665926234425071,0.12424590552990601,0.042257712736426034,0.01537753990658338,-0.032499462823235466,0.0845154254728517,-0.10293004709313304,0.06327582945403647,0.06380797949144172,0.10639810849488453,0.05675957614831255,-0.2051956704170307,0.03988159845819363,1.0,-0.8999689243943433,0.19015970731391615,-0.2184188736116265,0.06023386019368333,-0.032725147124410756,-0.1738491357592605,-0.05675957614831236,0.005221113538172063,-0.1608423015984292,,,0.057735026918962734,-0.007918181015828927,-0.11096884073000723,-0.06675919504799904,0.06155870112510908,-0.07409535464890563,-0.03843045081637244,0.05857933198461832,,-0.10219842815120776,,-0.12830184130441616,0.08047784749745587,0.004087937126048173,-0.049055245512579594,0.011696596260583347,-0.01927588215951529,,-0.15217725107524024,-0.09321287815800815,-0.17169653968553203,0.07395724469210622,0.007057951188463639,-0.10240833881324403,0.0010793394091569248,-0.14545635568563745,-0.10212690248532276,0.11306398962908241,0.11215880108048956,-0.07576522462282166,0.0979731276069232,0.018206174035909788,-0.10417910240986981,-0.08572378271802551,0.07466223321306059,0.0037343259393187926,-0.06483359122720751,-0.024630344963581106,-0.08201282985254159,0.09022391478264606,-0.04281135604654935,0.05558761115637255,0.0045226227286276335,-0.028406522309255583,-0.06900536139404748,-0.1298057558379367,0.03286261660049264,0.09978848291151883,0.07335896119631079,-0.05520830346389058,0.018555027307806535,-0.13850707753149596,0.008046554826716148,0.07305665408040184,0.19956582606915615,-0.07246886304552534,0.04758715396673818,-0.07563292261344158,-0.020978595968283234,0.0008990107406506154,0.056657880876179394,,0.07564028325460857,-0.011648653624967911,-0.028576561309355472,-0.025127928408623733,0.09882117688026174
Unnamed: 34_level_1,0.044728342148554076,-0.03459712565676875,0.08836961337393673,-0.1550353538493527,-0.051987555466665406,-0.013455154031349276,0.04741323837834674,0.009083253572114081,,,,,0.09924832006588215,0.03448654531865557,0.02646130574218466,-0.20793400593290334,-0.01591355891933636,0.12895292290250182,0.1015010314029645,-0.05411195058259487,0.006665733734851354,-0.09207791927575762,-0.06063233637827672,0.05398379294314466,0.042660562224034186,-0.07548463779658648,0.13543492960406137,-0.047018270668157516,-0.04647387349345901,-0.07710692466052783,-0.05153951431694242,0.23099624681874456,-0.07284670587525845,-0.8999689243943433,1.0,-0.2075827539406128,0.2652631454411642,-0.05505853049187721,0.05730843043378144,0.23765124881453698,0.05153951431694239,0.027274968541231005,0.16418927226884228,,,-0.030080064275641145,0.05611747163681099,0.14101841420201142,0.05687980503741001,-0.041999317603408075,0.07234162666362247,0.05275071459128794,-0.07191345535241311,,0.16795178835286642,,0.1390018370619554,-0.07307646488503884,-0.029817527642356775,-0.016632906576008587,0.01977424592015222,0.07532079812767903,,0.2001788421270722,0.13107877472908286,0.2079406868330036,-0.08468130482880241,0.011606221080696798,0.01772667156357709,0.051416054045832785,0.16951302892635553,0.1363910294904859,-0.10702519173556041,-0.10991851513937975,0.07989260000313846,-0.1049011045403647,-0.02231399157169869,0.11758603120134363,0.05357902801512619,-0.06832597230769033,0.011888666804332558,0.08584322523166991,0.041774281387240035,0.06166896807244653,-0.10907690802666595,0.07881445043156342,-0.05611119699222316,0.012784933882699988,0.04071425229869295,0.0330489800819013,0.09629990825514052,-0.057275617619874195,-0.09799113602430898,-0.09828042485834974,0.06390717691808806,-0.041765679023564185,0.1813606896510808,0.02730101918151296,-0.07313468744702853,-0.2286583493703973,0.1333733359497887,-0.11490394012982935,-0.012092510117977606,0.020305803142616694,-0.00794918616998399,-0.050827537430685105,,-0.028562503635777416,0.056623295354046865,0.02968352387543356,-0.017299747566785293,-0.08973279587798325
II триместр,0.08128015146602477,-0.07142857142857133,0.03499322183803225,0.008271527783090992,-0.01096586158266274,-0.04016906586366955,0.108127855684875,-0.014734589232268102,,,,,0.07142857142857192,0.08218796524136694,0.005669307794512771,0.02566447165609312,0.04517539514526275,0.12637362637362623,0.05011148285857995,0.05812381937190972,0.09329320444553621,0.04957409925335504,-0.07738095238095259,0.023826721012061763,0.057431123952120196,-0.010989010989010999,0.06213697660012015,0.019287088568200127,0.04237167420578861,0.08676762763023656,0.0767529556453336,-0.02167774923810306,0.03827766734780309,0.19015970731391615,-0.2075827539406128,1.0,-0.7942615179046544,0.1813558427262881,-0.05966181995215279,0.03538612299120126,0.06715883618966699,-0.05488228862004385,-0.03871040985469073,,,0.07319250547113998,0.03133741579853033,-0.01708572769394779,1.545414501880664e-16,0.10838874619051536,-0.014734589232268553,-0.02335314326130181,0.08986555887244417,,-0.14165243566083735,,-0.06832684551044164,0.00680161952238729,-0.14165243566083746,-0.1243777483851261,0.011297632109112589,0.00452530383909983,,-0.0072203930508983345,0.005866540680799321,-0.0863020832866589,-0.07845842823020957,0.06538358195170874,-0.05563532347753862,0.07782156733186593,-0.04586709716386343,0.006051201752792307,0.029577015585495206,0.02105921710927552,-0.030459084171019772,0.052176858352306135,-0.09492820711763675,0.019957033445939996,-0.07711008874242964,-0.06397472857636506,-0.08063139610596383,-0.04407185374347796,0.012342431622988348,0.1257765634689894,0.09126057833710947,0.034885306777013424,-0.06618902287511488,-0.05213583987122152,0.03977296929828712,-0.11376335097380855,0.04620895969767208,0.09057781085836,-0.07436118301066828,0.10134556240557172,-0.09577483000974497,-0.1477896529022029,0.04335549847620641,0.06739313560789022,-0.0680372949701866,-0.017348287577220112,-0.11692679333668532,-0.02368696087091626,-0.014204774743178534,0.006923201288322282,-0.08707339543734703,-0.06788685235318986,,0.10967570598081539,-0.023615776028404672,-0.010253615568133973,0.0982210121826612,0.050111482858580095
Unnamed: 36_level_1,-0.004075288642263523,-0.05006037704294957,0.14134921395217753,-0.019565081528395943,0.06367879918975185,-0.037039665320539705,-0.05996501793939387,0.09478405339143409,,,,,-0.08402991860780835,-0.08398135902037361,0.010552485770748379,-0.14368046144913887,-0.05738549434366557,-0.07956024208611634,-0.031775596530369744,-0.0049880576793155966,-0.09613754060729408,-0.07980915481284982,0.004618665739081676,-0.03778926919909093,-0.015062624267162709,-0.09743894817288395,-0.05910140906130792,-0.047047104020062534,-0.03104580544144819,-0.15212542404008658,-0.06507864966035216,-0.020076131555585956,-0.03955572849066955,-0.2184188736116265,0.2652631454411642,-0.7942615179046544,1.0,-0.19961286391822322,0.18293001375844758,0.03953012803243399,-0.0754047822632864,0.04520140438540345,0.14153121272300018,,,-0.08366234760377801,0.17030780614857985,0.17352263324737305,0.0769303915998419,-0.1047214429791382,-0.013092738892591004,0.11495155164178471,-0.15010574742209445,,0.2172320724102809,,0.10651852554146064,-0.05907529915714989,0.08232680451217649,0.08232680451217676,0.03336825966140836,0.08064767624525376,,0.08711079924483128,0.05571552637427307,0.15175013311285865,0.1176425244559828,-0.15395141488931496,0.023951761639291153,-0.02346503108683634,0.1302238417939382,0.07246075068419762,-0.06572647560554395,-0.015571838148487355,0.00048516148481323314,0.04044554919875724,0.038407883339518605,0.0011616439916413794,0.038289723554701977,0.08189870154443027,0.11877056758236854,0.07271225715015193,0.03540292013974813,-0.023919237733160476,-0.049515311819603544,-0.07776578153067322,0.11972271257422729,0.06752887558049273,-0.022016712520483626,0.03961992531024442,-0.01638678348612512,-0.16635897299064614,0.13012221153918244,-0.19941434819230233,0.14632518748269083,0.040762598868332924,-0.02007613155558616,0.024114471758671343,0.11579415357371588,0.007020066355418154,0.18563637973005273,-0.060326465528158076,-0.011733090260985683,0.038833649732978426,0.05776148823138583,0.11946221338638362,,-0.05724336994523153,0.08469152570558461,0.01266591086314243,-0.12252584845780097,-0.03177559653036986
III триместр,-0.12685834584945496,0.03818017741606058,-0.2841086779970576,0.1816424637327115,-0.06740724506011075,0.013802958551811113,0.01143894406078488,-0.04627131925310466,,,,,0.03605905644850222,0.08527843562375031,0.036915446621939865,0.04725170568952103,-0.08149701742024967,-0.08590539918613627,0.025297619047619138,0.10393149062281988,0.15759953440575036,0.09214240936230186,0.012196445563463637,-0.053259293859215774,0.04604734053561012,0.05727026612409095,0.02906190968595511,0.05295273732074269,-0.004632670746878551,0.05902813361009547,-0.04102618049244227,0.057936221832414994,-0.03091041368301661,0.06023386019368333,-0.05505853049187721,0.1813558427262881,-0.19961286391822322,1.0,-0.7986373782500277,-0.0651734025899758,-0.1256426777581041,0.1000955773868071,-0.13208930057614604,,,-0.0021735022123221853,-0.27392952013012295,-0.2837094849877464,-0.27777777777777785,-0.01738086654972413,-0.11026356928399438,-0.1355708837456075,0.16928585380738256,,0.0018467417499826299,,0.05700378215337376,0.17814530949575125,0.0018467417499824562,0.04185947966626348,-0.1664454827468323,-0.11247776413841001,,-0.17222851083869778,-0.17896446564514756,-0.06746121509524869,0.10331818451854681,0.2553501961232127,-0.04237438336920716,-0.08008254356688534,-0.11292073018604165,-0.03869132240649521,-0.04565256201308439,-0.0464837117012532,-0.1340412707815519,0.10150703453583293,0.08599772992025041,-0.017367972107158812,-0.03845360241846604,-0.029074522172575553,-0.009316033749306986,-0.047595367995342815,0.00219608993347485,-0.027616852369665202,0.09903699396624886,0.0027446094636325224,-0.031687554849469966,0.005822813152459068,0.013198900783202062,0.05116511029193251,-0.14733474062528262,0.21964661466488267,-0.0032906965829253114,0.2388856126215223,0.01345478077572556,0.0777268458520474,0.057936221832415716,0.0474850564044706,-0.036303995376802095,0.06336584006687408,-0.07142857142857134,0.10465284001722897,-0.05884397895369552,0.10111231000436359,0.012021496972821082,-0.034999754712464,,0.04573594638369646,-0.016608412057589575,-0.035608164516962575,0.02554119213843271,-0.07142857142857134
Unnamed: 38_level_1,0.16186266416761264,-0.0655884908083272,0.3719208482228059,-0.17816781975218363,-0.019168027678351317,-0.05712064841828286,-0.07267105313059215,0.06838291023863467,,,,,-0.020018977114188697,-0.02321275127324139,0.023936319125973674,-0.04505008422304964,0.024989038463533828,0.04583292128774657,-0.03806806490270212,0.02167932163513651,-0.15894552770774334,-0.05050672090823757,0.014882529038837291,0.03158381491505459,0.005911678865036781,-0.03516491374663322,0.02302886353277879,-0.02331610693788831,0.03890731829851672,-0.06326749302842707,0.10231981273637206,-0.030697410302580337,-0.030992372994775058,-0.032725147124410756,0.05730843043378144,-0.05966181995215279,0.18293001375844758,-0.7986373782500277,1.0,0.10321478694968443,0.10465491219716046,-0.1220196688202447,0.14865527766087558,,,-0.06855776593419113,0.3749312263676935,0.37223662955869075,0.2966598714747776,0.006715058503689019,0.036595860187302764,0.2155557082190482,-0.13420448607685556,,0.07117007894696435,,-0.014414547867123522,-0.14838733188660763,-0.018270299536331816,-0.05305266894650225,0.13457980357622829,0.1553985770753677,,0.23645498348954352,0.2427899978725693,0.1630863118672871,-0.012643234487801023,-0.27263512624884156,-0.007325655828361501,0.07603276387641746,0.11058152672461066,0.06669697771784726,0.09460195095656476,0.11156949534324828,0.08334707724880062,0.012166925605017594,-0.06889297278373917,-0.01983017425363193,-0.01733558273761272,-0.021084276052674614,-0.02198757978341894,0.07219565101524596,0.02575365809000035,0.09365919704552679,-0.1250880563134091,-0.015113403589881955,0.05168934340506536,0.028753322101843153,0.07741625637697039,-0.07551680678198892,0.13729167263932343,-0.21385578512024106,0.0294764265183933,-0.2273789564432366,-0.0015485998742957843,-0.1012447246752198,0.0067150585036889485,0.009116388900599908,0.053485382192980054,-0.07798599989196346,0.10607315171917914,-0.19380358467503853,-0.04604468992713649,-0.010399726174800705,-0.01577598332283025,0.05448056806576965,,0.07056818230496176,0.038019975681015145,0.052047837047459175,-0.07324478551196678,0.058026079511885376
